space,room_size,capacity,user_per_min,width1,width2,width3,width4,width5,no_of_openings_1,no_of_openings_2,no_of_openings_3,no_of_openings_4,no_of_openings_5
Office,200,200,1200,0.75,0.75,2.0,2.0,0.0,False,False,False,True,False
Office,50,50,1320,0.75,0.75,2.2,2.2,0.0,False,False,False,True,False
Office,75,75,1320,0.75,0.75,2.2,2.2,0.0,False,False,False,True,False
Office,100,100,1320,0.75,0.75,2.2,2.2,0.0,False,False,False,True,False
Office,125,125,1320,0.75,0.75,2.2,2.2,0.0,False,False,False,True,False
Office,150,150,1320,0.75,0.75,2.2,2.2,0.0,False,False,False,True,False
Office,175,175,1320,0.75,0.75,2.2,2.2,0.0,False,False,False,True,False
Office,200,200,1320,0.75,0.75,2.2,2.2,0.0,False,False,False,True,False
Office,50,50,1440,0.75,0.75,2.4,2.4,0.0,False,False,False,True,False
Office,75,75,1440,0.75,0.75,2.4,2.4,0.0,False,False,False,True,False
Office,100,100,1440,0.75,0.75,2.4,2.4,0.0,False,False,False,True,False
Office,125,125,1440,0.75,0.75,2.4,2.4,0.0,False,False,False,True,False
Office,150,150,1440,0.75,0.75,2.4,2.4,0.0,False,False,False,True,False
Office,175,175,1440,0.75,0.75,2.4,2.4,0.0,False,False,False,True,False
Office,200,200,1440,0.75,0.75,2.4,2.4,0.0,False,False,False,True,False
Office,50,50,1800,0.75,0.75,3.0,3.0,0.0,False,False,False,True,False
Office,75,75,1800,0.75,0.75,3.0,3.0,0.0,False,False,False,True,False
Office,100,100,1800,0.75,0.75,3.0,3.0,0.0,False,False,False,True,False
Office,125,125,1800,0.75,0.75,3.0,3.0,0.0,False,False,False,True,False
Office,150,150,1800,0.75,0.75,3.0,3.0,0.0,False,False,False,True,False
Office,175,175,1800,0.75,0.75,3.0,3.0,0.0,False,False,False,True,False
Office,200,200,1800,0.75,0.75,3.0,3.0,0.0,False,False,False,True,False
Office,50,50,424,0.75,0.81,0.81,0.81,0.0,False,False,False,True,False
Office,75,75,424,0.75,0.81,0.81,0.81,0.0,False,False,False,True,False
Office,100,100,424,0.75,0.81,0.81,0.81,0.0,False,False,False,True,False
Office,125,125,424,0.75,0.81,0.81,0.81,0.0,False,False,False,True,False
Office,150,150,424,0.75,0.81,0.81,0.81,0.0,False,False,False,True,False
Office,175,175,424,0.75,0.81,0.81,0.81,0.0,False,False,False,True,False
Office,200,200,424,0.75,0.81,0.81,0.81,0.0,False,False,False,True,False
Office,50,50,460,0.75,0.9,0.9,0.9,0.0,False,False,False,True,False
Office,75,75,460,0.75,0.9,0.9,0.9,0.0,False,False,False,True,False
Office,100,100,460,0.75,0.9,0.9,0.9,0.0,False,False,False,True,False
Office,125,125,460,0.75,0.9,0.9,0.9,0.0,False,False,False,True,False
Office,150,150,460,0.75,0.9,0.9,0.9,0.0,False,False,False,True,False
Office,175,175,460,0.75,0.9,0.9,0.9,0.0,False,False,False,True,False
Office,200,200,460,0.75,0.9,0.9,0.9,0.0,False,False,False,True,False
Office,50,50,500,0.75,1.0,1.0,1.0,0.0,False,False,False,True,False
Office,75,75,500,0.75,1.0,1.0,1.0,0.0,False,False,False,True,False
Office,100,100,500,0.75,1.0,1.0,1.0,0.0,False,False,False,True,False
Office,125,125,500,0.75,1.0,1.0,1.0,0.0,False,False,False,True,False
Office,150,150,500,0.75,1.0,1.0,1.0,0.0,False,False,False,True,False
Office,175,175,500,0.75,1.0,1.0,1.0,0.0,False,False,False,True,False
Office,200,200,500,0.75,1.0,1.0,1.0,0.0,False,False,False,True,False
Office,50,50,580,0.75,1.2,1.2,1.2,0.0,False,False,False,True,False
Office,75,75,580,0.75,1.2,1.2,1.2,0.0,False,False,False,True,False
Office,100,100,580,0.75,1.2,1.2,1.2,0.0,False,False,False,True,False
Office,125,125,580,0.75,1.2,1.2,1.2,0.0,False,False,False,True,False
Office,150,150,580,0.75,1.2,1.2,1.2,0.0,False,False,False,True,False
Office,175,175,580,0.75,1.2,1.2,1.2,0.0,False,False,False,True,False
Office,200,200,580,0.75,1.2,1.2,1.2,0.0,False,False,False,True,False
Office,50,50,700,0.75,1.5,1.5,1.5,0.0,False,False,False,True,False
Office,75,75,700,0.75,1.5,1.5,1.5,0.0,False,False,False,True,False
Office,100,100,700,0.75,1.5,1.5,1.5,0.0,False,False,False,True,False
Office,125,125,700,0.75,1.5,1.5,1.5,0.0,False,False,False,True,False
Office,150,150,700,0.75,1.5,1.5,1.5,0.0,False,False,False,True,False
Office,175,175,700,0.75,1.5,1.5,1.5,0.0,False,False,False,True,False
Office,200,200,700,0.75,1.5,1.5,1.5,0.0,False,False,False,True,False
Office,50,50,1200,0.75,2.0,2.0,2.0,0.0,False,False,False,True,False
Office,75,75,1200,0.75,2.0,2.0,2.0,0.0,False,False,False,True,False
Office,100,100,1200,0.75,2.0,2.0,2.0,0.0,False,False,False,True,False
Office,125,125,1200,0.75,2.0,2.0,2.0,0.0,False,False,False,True,False
Office,150,150,1200,0.75,2.0,2.0,2.0,0.0,False,False,False,True,False
Office,175,175,1200,0.75,2.0,2.0,2.0,0.0,False,False,False,True,False
Office,200,200,1200,0.75,2.0,2.0,2.0,0.0,False,False,False,True,False
Office,50,50,1320,0.75,2.2,2.2,2.2,0.0,False,False,False,True,False
Office,75,75,1320,0.75,2.2,2.2,2.2,0.0,False,False,False,True,False
Office,100,100,1320,0.75,2.2,2.2,2.2,0.0,False,False,False,True,False
Office,125,125,1320,0.75,2.2,2.2,2.2,0.0,False,False,False,True,False
Office,150,150,1320,0.75,2.2,2.2,2.2,0.0,False,False,False,True,False
Office,175,175,1320,0.75,2.2,2.2,2.2,0.0,False,False,False,True,False
Office,200,200,1320,0.75,2.2,2.2,2.2,0.0,False,False,False,True,False
Office,50,50,1440,0.75,2.4,2.4,2.4,0.0,False,False,False,True,False
Office,75,75,1440,0.75,2.4,2.4,2.4,0.0,False,False,False,True,False
Office,100,100,1440,0.75,2.4,2.4,2.4,0.0,False,False,False,True,False
Office,125,125,1440,0.75,2.4,2.4,2.4,0.0,False,False,False,True,False
Office,150,150,1440,0.75,2.4,2.4,2.4,0.0,False,False,False,True,False
Office,175,175,1440,0.75,2.4,2.4,2.4,0.0,False,False,False,True,False
Office,200,200,1440,0.75,2.4,2.4,2.4,0.0,False,False,False,True,False
Office,50,50,1800,0.75,3.0,3.0,3.0,0.0,False,False,False,False,True
Office,75,75,1800,0.75,3.0,3.0,3.0,0.0,False,False,False,False,True
Office,100,100,1800,0.75,3.0,3.0,3.0,0.0,False,False,False,False,True
Office,125,125,1800,0.75,3.0,3.0,3.0,0.0,False,False,False,False,True
Office,150,150,1800,0.75,3.0,3.0,3.0,0.0,False,False,False,False,True
Office,175,175,1800,0.75,3.0,3.0,3.0,0.0,False,False,False,False,True
Office,200,200,1800,0.75,3.0,3.0,3.0,0.0,False,False,False,False,True
Office,50,50,500,0.75,0.75,0.75,0.75,0.75,False,False,False,False,True
Office,75,75,500,0.75,0.75,0.75,0.75,0.75,False,False,False,False,True
Office,100,100,500,0.75,0.75,0.75,0.75,0.75,False,False,False,False,True
Office,125,125,500,0.75,0.75,0.75,0.75,0.75,False,False,False,False,True
Office,150,150,500,0.75,0.75,0.75,0.75,0.75,False,False,False,False,True
Office,175,175,500,0.75,0.75,0.75,0.75,0.75,False,False,False,False,True
Office,200,200,500,0.75,0.75,0.75,0.75,0.75,False,False,False,False,True
Office,50,50,508,0.75,0.75,0.75,0.75,0.81,False,False,False,False,True
Office,75,75,508,0.75,0.75,0.75,0.75,0.81,False,False,False,False,True
Office,100,100,508,0.75,0.75,0.75,0.75,0.81,False,False,False,False,True
Office,125,125,508,0.75,0.75,0.75,0.75,0.81,False,False,False,False,True
Office,150,150,508,0.75,0.75,0.75,0.75,0.81,False,False,False,False,True
Office,175,175,508,0.75,0.75,0.75,0.75,0.81,False,False,False,False,True
Office,200,200,508,0.75,0.75,0.75,0.75,0.81,False,False,False,False,True
Office,50,50,520,0.75,0.75,0.75,0.75,0.9,False,False,False,False,True
Office,75,75,520,0.75,0.75,0.75,0.75,0.9,False,False,False,False,True
Office,100,100,520,0.75,0.75,0.75,0.75,0.9,False,False,False,False,True
Office,125,125,520,0.75,0.75,0.75,0.75,0.9,False,False,False,False,True
Office,150,150,520,0.75,0.75,0.75,0.75,0.9,False,False,False,False,True
Office,175,175,520,0.75,0.75,0.75,0.75,0.9,False,False,False,False,True
Office,200,200,520,0.75,0.75,0.75,0.75,0.9,False,False,False,False,True
Office,50,50,533,0.75,0.75,0.75,0.75,1.0,False,False,False,False,True
Office,75,75,533,0.75,0.75,0.75,0.75,1.0,False,False,False,False,True
Office,100,100,533,0.75,0.75,0.75,0.75,1.0,False,False,False,False,True
Office,125,125,533,0.75,0.75,0.75,0.75,1.0,False,False,False,False,True
Office,150,150,533,0.75,0.75,0.75,0.75,1.0,False,False,False,False,True
Office,175,175,533,0.75,0.75,0.75,0.75,1.0,False,False,False,False,True
Office,200,200,533,0.75,0.75,0.75,0.75,1.0,False,False,False,False,True
Office,50,50,560,0.75,0.75,0.75,0.75,1.2,False,False,False,False,True
Office,75,75,560,0.75,0.75,0.75,0.75,1.2,False,False,False,False,True
Office,100,100,560,0.75,0.75,0.75,0.75,1.2,False,False,False,False,True
Office,125,125,560,0.75,0.75,0.75,0.75,1.2,False,False,False,False,True
Office,150,150,560,0.75,0.75,0.75,0.75,1.2,False,False,False,False,True
Office,175,175,560,0.75,0.75,0.75,0.75,1.2,False,False,False,False,True
Office,200,200,560,0.75,0.75,0.75,0.75,1.2,False,False,False,False,True
Office,50,50,600,0.75,0.75,0.75,0.75,1.5,False,False,False,False,True
Office,75,75,600,0.75,0.75,0.75,0.75,1.5,False,False,False,False,True
Office,100,100,600,0.75,0.75,0.75,0.75,1.5,False,False,False,False,True
Office,125,125,600,0.75,0.75,0.75,0.75,1.5,False,False,False,False,True
Office,150,150,600,0.75,0.75,0.75,0.75,1.5,False,False,False,False,True
Office,175,175,600,0.75,0.75,0.75,0.75,1.5,False,False,False,False,True
Office,200,200,600,0.75,0.75,0.75,0.75,1.5,False,False,False,False,True
Office,50,50,1500,0.75,0.75,0.75,0.75,2.0,False,False,False,False,True
Office,75,75,1500,0.75,0.75,0.75,0.75,2.0,False,False,False,False,True
Office,100,100,1500,0.75,0.75,0.75,0.75,2.0,False,False,False,False,True
Office,125,125,1500,0.75,0.75,0.75,0.75,2.0,False,False,False,False,True
Office,150,150,1500,0.75,0.75,0.75,0.75,2.0,False,False,False,False,True
Office,175,175,1500,0.75,0.75,0.75,0.75,2.0,False,False,False,False,True
Office,200,200,1500,0.75,0.75,0.75,0.75,2.0,False,False,False,False,True
Office,50,50,1650,0.75,0.75,0.75,0.75,2.2,False,False,False,False,True
Office,75,75,1650,0.75,0.75,0.75,0.75,2.2,False,False,False,False,True
Office,100,100,1650,0.75,0.75,0.75,0.75,2.2,False,False,False,False,True
Office,125,125,1650,0.75,0.75,0.75,0.75,2.2,False,False,False,False,True
Office,150,150,1650,0.75,0.75,0.75,0.75,2.2,False,False,False,False,True
Office,175,175,1650,0.75,0.75,0.75,0.75,2.2,False,False,False,False,True
Office,200,200,1650,0.75,0.75,0.75,0.75,2.2,False,False,False,False,True
Office,50,50,1800,0.75,0.75,0.75,0.75,2.4,False,False,False,False,True
Office,75,75,1800,0.75,0.75,0.75,0.75,2.4,False,False,False,False,True
Office,100,100,1800,0.75,0.75,0.75,0.75,2.4,False,False,False,False,True
Office,125,125,1800,0.75,0.75,0.75,0.75,2.4,False,False,False,False,True
Office,150,150,1800,0.75,0.75,0.75,0.75,2.4,False,False,False,False,True
Office,175,175,1800,0.75,0.75,0.75,0.75,2.4,False,False,False,False,True
Office,200,200,1800,0.75,0.75,0.75,0.75,2.4,False,False,False,False,True
Office,50,50,2250,0.75,0.75,0.75,0.75,3.0,False,False,False,False,True
Office,75,75,2250,0.75,0.75,0.75,0.75,3.0,False,False,False,False,True
Office,100,100,2250,0.75,0.75,0.75,0.75,3.0,False,False,False,False,True
Office,125,125,2250,0.75,0.75,0.75,0.75,3.0,False,False,False,False,True
Office,150,150,2250,0.75,0.75,0.75,0.75,3.0,False,False,False,False,True
Office,175,175,2250,0.75,0.75,0.75,0.75,3.0,False,False,False,False,True
Office,200,200,2250,0.75,0.75,0.75,0.75,3.0,False,False,False,False,True
Office,50,50,516,0.75,0.75,0.75,0.81,0.81,False,False,False,False,True
Office,75,75,516,0.75,0.75,0.75,0.81,0.81,False,False,False,False,True
Office,100,100,516,0.75,0.75,0.75,0.81,0.81,False,False,False,False,True
Office,125,125,516,0.75,0.75,0.75,0.81,0.81,False,False,False,False,True
Office,150,150,516,0.75,0.75,0.75,0.81,0.81,False,False,False,False,True
Office,175,175,516,0.75,0.75,0.75,0.81,0.81,False,False,False,False,True
Office,200,200,516,0.75,0.75,0.75,0.81,0.81,False,False,False,False,True
Office,50,50,540,0.75,0.75,0.75,0.9,0.9,False,False,False,False,True
Office,75,75,540,0.75,0.75,0.75,0.9,0.9,False,False,False,False,True
Office,100,100,540,0.75,0.75,0.75,0.9,0.9,False,False,False,False,True
Office,125,125,540,0.75,0.75,0.75,0.9,0.9,False,False,False,False,True
Office,150,150,540,0.75,0.75,0.75,0.9,0.9,False,False,False,False,True
Office,175,175,540,0.75,0.75,0.75,0.9,0.9,False,False,False,False,True
Office,200,200,540,0.75,0.75,0.75,0.9,0.9,False,False,False,False,True
Office,50,50,567,0.75,0.75,0.75,1.0,1.0,False,False,False,False,True
Office,75,75,567,0.75,0.75,0.75,1.0,1.0,False,False,False,False,True
Office,100,100,567,0.75,0.75,0.75,1.0,1.0,False,False,False,False,True
Office,125,125,567,0.75,0.75,0.75,1.0,1.0,False,False,False,False,True
Office,150,150,567,0.75,0.75,0.75,1.0,1.0,False,False,False,False,True
Office,175,175,567,0.75,0.75,0.75,1.0,1.0,False,False,False,False,True
Office,200,200,567,0.75,0.75,0.75,1.0,1.0,False,False,False,False,True
Office,50,50,620,0.75,0.75,0.75,1.2,1.2,False,False,False,False,True
Office,75,75,620,0.75,0.75,0.75,1.2,1.2,False,False,False,False,True
Office,100,100,620,0.75,0.75,0.75,1.2,1.2,False,False,False,False,True
Office,125,125,620,0.75,0.75,0.75,1.2,1.2,False,False,False,False,True
Office,150,150,620,0.75,0.75,0.75,1.2,1.2,False,False,False,False,True
Office,175,175,620,0.75,0.75,0.75,1.2,1.2,False,False,False,False,True
Office,200,200,620,0.75,0.75,0.75,1.2,1.2,False,False,False,False,True
Office,50,50,700,0.75,0.75,0.75,1.5,1.5,False,False,False,False,True
Office,75,75,700,0.75,0.75,0.75,1.5,1.5,False,False,False,False,True
Office,100,100,700,0.75,0.75,0.75,1.5,1.5,False,False,False,False,True
Office,125,125,700,0.75,0.75,0.75,1.5,1.5,False,False,False,False,True
Office,150,150,700,0.75,0.75,0.75,1.5,1.5,False,False,False,False,True
Office,175,175,700,0.75,0.75,0.75,1.5,1.5,False,False,False,False,True
Office,200,200,700,0.75,0.75,0.75,1.5,1.5,False,False,False,False,True
Office,50,50,1500,0.75,0.75,0.75,2.0,2.0,False,False,False,False,True
Office,75,75,1500,0.75,0.75,0.75,2.0,2.0,False,False,False,False,True
Office,100,100,1500,0.75,0.75,0.75,2.0,2.0,False,False,False,False,True
Office,125,125,1500,0.75,0.75,0.75,2.0,2.0,False,False,False,False,True
Office,150,150,1500,0.75,0.75,0.75,2.0,2.0,False,False,False,False,True
Office,175,175,1500,0.75,0.75,0.75,2.0,2.0,False,False,False,False,True
Office,200,200,1500,0.75,0.75,0.75,2.0,2.0,False,False,False,False,True
Office,50,50,1650,0.75,0.75,0.75,2.2,2.2,False,False,False,False,True
Office,75,75,1650,0.75,0.75,0.75,2.2,2.2,False,False,False,False,True
Office,100,100,1650,0.75,0.75,0.75,2.2,2.2,False,False,False,False,True
Office,125,125,1650,0.75,0.75,0.75,2.2,2.2,False,False,False,False,True
Office,150,150,1650,0.75,0.75,0.75,2.2,2.2,False,False,False,False,True
Office,175,175,1650,0.75,0.75,0.75,2.2,2.2,False,False,False,False,True
Office,200,200,1650,0.75,0.75,0.75,2.2,2.2,False,False,False,False,True
Office,50,50,1800,0.75,0.75,0.75,2.4,2.4,False,False,False,False,True
Office,75,75,1800,0.75,0.75,0.75,2.4,2.4,False,False,False,False,True
Office,100,100,1800,0.75,0.75,0.75,2.4,2.4,False,False,False,False,True
Office,125,125,1800,0.75,0.75,0.75,2.4,2.4,False,False,False,False,True
Office,150,150,1800,0.75,0.75,0.75,2.4,2.4,False,False,False,False,True
Office,175,175,1800,0.75,0.75,0.75,2.4,2.4,False,False,False,False,True
Office,200,200,1800,0.75,0.75,0.75,2.4,2.4,False,False,False,False,True
Office,50,50,2250,0.75,0.75,0.75,3.0,3.0,False,False,False,False,True
Office,75,75,2250,0.75,0.75,0.75,3.0,3.0,False,False,False,False,True
Office,100,100,2250,0.75,0.75,0.75,3.0,3.0,False,False,False,False,True
Office,125,125,2250,0.75,0.75,0.75,3.0,3.0,False,False,False,False,True
Office,150,150,2250,0.75,0.75,0.75,3.0,3.0,False,False,False,False,True
Office,175,175,2250,0.75,0.75,0.75,3.0,3.0,False,False,False,False,True
Office,200,200,2250,0.75,0.75,0.75,3.0,3.0,False,False,False,False,True
Office,50,50,524,0.75,0.75,0.81,0.81,0.81,False,False,False,False,True
Office,75,75,524,0.75,0.75,0.81,0.81,0.81,False,False,False,False,True
Office,100,100,524,0.75,0.75,0.81,0.81,0.81,False,False,False,False,True
Office,125,125,524,0.75,0.75,0.81,0.81,0.81,False,False,False,False,True
Office,150,150,524,0.75,0.75,0.81,0.81,0.81,False,False,False,False,True
Office,175,175,524,0.75,0.75,0.81,0.81,0.81,False,False,False,False,True
Office,200,200,524,0.75,0.75,0.81,0.81,0.81,False,False,False,False,True
Office,50,50,560,0.75,0.75,0.9,0.9,0.9,False,False,False,False,True
Office,75,75,560,0.75,0.75,0.9,0.9,0.9,False,False,False,False,True
Office,100,100,560,0.75,0.75,0.9,0.9,0.9,False,False,False,False,True
Office,125,125,560,0.75,0.75,0.9,0.9,0.9,False,False,False,False,True
Office,150,150,560,0.75,0.75,0.9,0.9,0.9,False,False,False,False,True
Office,175,175,560,0.75,0.75,0.9,0.9,0.9,False,False,False,False,True
Office,200,200,560,0.75,0.75,0.9,0.9,0.9,False,False,False,False,True
Office,50,50,600,0.75,0.75,1.0,1.0,1.0,False,False,False,False,True
Office,75,75,600,0.75,0.75,1.0,1.0,1.0,False,False,False,False,True
Office,100,100,600,0.75,0.75,1.0,1.0,1.0,False,False,False,False,True
Office,125,125,600,0.75,0.75,1.0,1.0,1.0,False,False,False,False,True
Office,150,150,600,0.75,0.75,1.0,1.0,1.0,False,False,False,False,True
Office,175,175,600,0.75,0.75,1.0,1.0,1.0,False,False,False,False,True
Office,200,200,600,0.75,0.75,1.0,1.0,1.0,False,False,False,False,True
Office,50,50,680,0.75,0.75,1.2,1.2,1.2,False,False,False,False,True
Office,75,75,680,0.75,0.75,1.2,1.2,1.2,False,False,False,False,True
Office,100,100,680,0.75,0.75,1.2,1.2,1.2,False,False,False,False,True
Office,125,125,680,0.75,0.75,1.2,1.2,1.2,False,False,False,False,True
Office,150,150,680,0.75,0.75,1.2,1.2,1.2,False,False,False,False,True
Office,175,175,680,0.75,0.75,1.2,1.2,1.2,False,False,False,False,True
Office,200,200,680,0.75,0.75,1.2,1.2,1.2,False,False,False,False,True
Office,50,50,800,0.75,0.75,1.5,1.5,1.5,False,False,False,False,True
Office,75,75,800,0.75,0.75,1.5,1.5,1.5,False,False,False,False,True
Office,100,100,800,0.75,0.75,1.5,1.5,1.5,False,False,False,False,True
Office,125,125,800,0.75,0.75,1.5,1.5,1.5,False,False,False,False,True
Office,150,150,800,0.75,0.75,1.5,1.5,1.5,False,False,False,False,True
Office,175,175,800,0.75,0.75,1.5,1.5,1.5,False,False,False,False,True
Office,200,200,800,0.75,0.75,1.5,1.5,1.5,False,False,False,False,True
Office,50,50,1500,0.75,0.75,2.0,2.0,2.0,False,False,False,False,True
Office,75,75,1500,0.75,0.75,2.0,2.0,2.0,False,False,False,False,True
Office,100,100,1500,0.75,0.75,2.0,2.0,2.0,False,False,False,False,True
Office,125,125,1500,0.75,0.75,2.0,2.0,2.0,False,False,False,False,True
Office,150,150,1500,0.75,0.75,2.0,2.0,2.0,False,False,False,False,True
Office,175,175,1500,0.75,0.75,2.0,2.0,2.0,False,False,False,False,True
Office,200,200,1500,0.75,0.75,2.0,2.0,2.0,False,False,False,False,True
Office,50,50,1650,0.75,0.75,2.2,2.2,2.2,False,False,False,False,True
Office,75,75,1650,0.75,0.75,2.2,2.2,2.2,False,False,False,False,True
Office,100,100,1650,0.75,0.75,2.2,2.2,2.2,False,False,False,False,True
Office,125,125,1650,0.75,0.75,2.2,2.2,2.2,False,False,False,False,True
Office,150,150,1650,0.75,0.75,2.2,2.2,2.2,False,False,False,False,True
Office,175,175,1650,0.75,0.75,2.2,2.2,2.2,False,False,False,False,True
Office,200,200,1650,0.75,0.75,2.2,2.2,2.2,False,False,False,False,True
Office,50,50,1800,0.75,0.75,2.4,2.4,2.4,False,False,False,False,True
Office,75,75,1800,0.75,0.75,2.4,2.4,2.4,False,False,False,False,True
Office,100,100,1800,0.75,0.75,2.4,2.4,2.4,False,False,False,False,True
Office,125,125,1800,0.75,0.75,2.4,2.4,2.4,False,False,False,False,True
Office,150,150,1800,0.75,0.75,2.4,2.4,2.4,False,False,False,False,True
Office,175,175,1800,0.75,0.75,2.4,2.4,2.4,False,False,False,False,True
Office,200,200,1800,0.75,0.75,2.4,2.4,2.4,False,False,False,False,True
Office,50,50,2250,0.75,0.75,3.0,3.0,3.0,False,False,False,False,True
Office,75,75,2250,0.75,0.75,3.0,3.0,3.0,False,False,False,False,True
Office,100,100,2250,0.75,0.75,3.0,3.0,3.0,False,False,False,False,True
Office,125,125,2250,0.75,0.75,3.0,3.0,3.0,False,False,False,False,True
Office,150,150,2250,0.75,0.75,3.0,3.0,3.0,False,False,False,False,True
Office,175,175,2250,0.75,0.75,3.0,3.0,3.0,False,False,False,False,True
Office,200,200,2250,0.75,0.75,3.0,3.0,3.0,False,False,False,False,True
Office,50,50,532,0.75,0.81,0.81,0.81,0.81,False,False,False,False,True
Office,75,75,532,0.75,0.81,0.81,0.81,0.81,False,False,False,False,True
Office,100,100,532,0.75,0.81,0.81,0.81,0.81,False,False,False,False,True
Office,125,125,532,0.75,0.81,0.81,0.81,0.81,False,False,False,False,True
Office,150,150,532,0.75,0.81,0.81,0.81,0.81,False,False,False,False,True
Office,175,175,532,0.75,0.81,0.81,0.81,0.81,False,False,False,False,True
Office,200,200,532,0.75,0.81,0.81,0.81,0.81,False,False,False,False,True
Office,50,50,580,0.75,0.9,0.9,0.9,0.9,False,False,False,False,True
Office,75,75,580,0.75,0.9,0.9,0.9,0.9,False,False,False,False,True
Office,100,100,580,0.75,0.9,0.9,0.9,0.9,False,False,False,False,True
Office,125,125,580,0.75,0.9,0.9,0.9,0.9,False,False,False,False,True
Office,150,150,580,0.75,0.9,0.9,0.9,0.9,False,False,False,False,True
Office,175,175,580,0.75,0.9,0.9,0.9,0.9,False,False,False,False,True
Office,200,200,580,0.75,0.9,0.9,0.9,0.9,False,False,False,False,True
Office,50,50,633,0.75,1.0,1.0,1.0,1.0,False,False,False,False,True
Office,75,75,633,0.75,1.0,1.0,1.0,1.0,False,False,False,False,True
Office,100,100,633,0.75,1.0,1.0,1.0,1.0,False,False,False,False,True
Office,125,125,633,0.75,1.0,1.0,1.0,1.0,False,False,False,False,True
Office,150,150,633,0.75,1.0,1.0,1.0,1.0,False,False,False,False,True
Office,175,175,633,0.75,1.0,1.0,1.0,1.0,False,False,False,False,True
Office,200,200,633,0.75,1.0,1.0,1.0,1.0,False,False,False,False,True
Office,50,50,740,0.75,1.2,1.2,1.2,1.2,False,False,False,False,True
Office,75,75,740,0.75,1.2,1.2,1.2,1.2,False,False,False,False,True
Office,100,100,740,0.75,1.2,1.2,1.2,1.2,False,False,False,False,True
Office,125,125,740,0.75,1.2,1.2,1.2,1.2,False,False,False,False,True
Office,150,150,740,0.75,1.2,1.2,1.2,1.2,False,False,False,False,True
Office,175,175,740,0.75,1.2,1.2,1.2,1.2,False,False,False,False,True
Office,200,200,740,0.75,1.2,1.2,1.2,1.2,False,False,False,False,True
Office,50,50,900,0.75,1.5,1.5,1.5,1.5,False,False,False,False,True
Office,75,75,900,0.75,1.5,1.5,1.5,1.5,False,False,False,False,True
Office,100,100,900,0.75,1.5,1.5,1.5,1.5,False,False,False,False,True
Office,125,125,900,0.75,1.5,1.5,1.5,1.5,False,False,False,False,True
Office,150,150,900,0.75,1.5,1.5,1.5,1.5,False,False,False,False,True
Office,175,175,900,0.75,1.5,1.5,1.5,1.5,False,False,False,False,True
Office,200,200,900,0.75,1.5,1.5,1.5,1.5,False,False,False,False,True
Office,50,50,1500,0.75,2.0,2.0,2.0,2.0,False,False,False,False,True
Office,75,75,1500,0.75,2.0,2.0,2.0,2.0,False,False,False,False,True
Office,100,100,1500,0.75,2.0,2.0,2.0,2.0,False,False,False,False,True
Office,125,125,1500,0.75,2.0,2.0,2.0,2.0,False,False,False,False,True
Office,150,150,1500,0.75,2.0,2.0,2.0,2.0,False,False,False,False,True
Office,175,175,1500,0.75,2.0,2.0,2.0,2.0,False,False,False,False,True
Office,200,200,1500,0.75,2.0,2.0,2.0,2.0,False,False,False,False,True
Office,50,50,1650,0.75,2.2,2.2,2.2,2.2,False,False,False,False,True
Office,75,75,1650,0.75,2.2,2.2,2.2,2.2,False,False,False,False,True
Office,100,100,1650,0.75,2.2,2.2,2.2,2.2,False,False,False,False,True
Office,125,125,1650,0.75,2.2,2.2,2.2,2.2,False,False,False,False,True
Office,150,150,1650,0.75,2.2,2.2,2.2,2.2,False,False,False,False,True
Office,175,175,1650,0.75,2.2,2.2,2.2,2.2,False,False,False,False,True
Office,200,200,1650,0.75,2.2,2.2,2.2,2.2,False,False,False,False,True
Office,50,50,1800,0.75,2.4,2.4,2.4,2.4,False,False,False,False,True
Office,75,75,1800,0.75,2.4,2.4,2.4,2.4,False,False,False,False,True
Office,100,100,1800,0.75,2.4,2.4,2.4,2.4,False,False,False,False,True
Office,125,125,1800,0.75,2.4,2.4,2.4,2.4,False,False,False,False,True
Office,150,150,1800,0.75,2.4,2.4,2.4,2.4,False,False,False,False,True
Office,175,175,1800,0.75,2.4,2.4,2.4,2.4,False,False,False,False,True
Office,200,200,1800,0.75,2.4,2.4,2.4,2.4,False,False,False,False,True
Office,50,50,2250,0.75,3.0,3.0,3.0,3.0,False,False,False,False,True
Office,75,75,2250,0.75,3.0,3.0,3.0,3.0,False,False,False,False,True
Office,100,100,2250,0.75,3.0,3.0,3.0,3.0,False,False,False,False,True
Office,125,125,2250,0.75,3.0,3.0,3.0,3.0,False,False,False,False,True
Office,150,150,2250,0.75,3.0,3.0,3.0,3.0,False,False,False,False,True
Office,175,175,2250,0.75,3.0,3.0,3.0,3.0,False,False,False,False,True
Office,200,200,2250,0.75,3.0,3.0,3.0,3.0,False,False,False,False,True
Conferences,125,83,5,0.65,0.0,0.0,0.0,0.0,True,False,False,False,False
Conferences,150,100,5,0.65,0.0,0.0,0.0,0.0,True,False,False,False,False
Conferences,175,117,5,0.65,0.0,0.0,0.0,0.0,True,False,False,False,False
Conferences,200,133,5,0.65,0.0,0.0,0.0,0.0,True,False,False,False,False
Conferences,400,267,5,0.65,0.0,0.0,0.0,0.0,True,False,False,False,False
Conferences,500,333,5,0.65,0.0,0.0,0.0,0.0,True,False,False,False,False
Conferences,750,500,5,0.65,0.0,0.0,0.0,0.0,True,False,False,False,False
Conferences,125,83,40,0.75,0.0,0.0,0.0,0.0,True,False,False,False,False
